Rede,Bairro,Endereço,Região,CEP,Cidade,Tipo de recarga,Tipo de Estabelecimento,Estabelecimento,Tipo de Atendimento
PLDEVICE,BRÁS,"RUA BENJAMIM DE OLIVEIRA, 313",ZONA LESTE,03006-020,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,ALIMENTÌCIO,V.T. CARDS IMPORTADORA E EXPORTADORA GURIRI LTDA,PÚBLICO
PLDEVICE,BRÁS,"RUA JOÃO BOEMER, 984",ZONA LESTE,03018-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BANCA DE JORNAL,ANDERSON OLIVEIRA CAMPOS,PÚBLICO
PLDEVICE,BRÁS,"RUA JOAQUIM CARLOS, 477",ZONA LESTE,03019-000,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,EMPRESA,CAMPINEIRA UTILIDADES LTDA,PRIVADO
PLDEVICE,BRÁS,"RUA CAETANO PINTO, 200",ZONA LESTE,03041-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,ESTACIONAMENTO,ALESSANDRO MANO DA SILVA,PÚBLICO
PLDEVICE,CAMBUCI,"AV. LINS DE VASCONCELOS, 356",ZONA LESTE,03105-010,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,HOSPITAL,HOSPITAL CRUZ AZUL,PÚBLICO
PLDEVICE,CANGAIBA,"AV. CANGAIBA, 2559",ZONA LESTE,03711-001,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,PERFUMARIA,BRUNA  PERFUMARIA,PÚBLICO
PLDEVICE,CANGAIBA,"AV. CANGAIBA, 785",ZONA LESTE,03711-003,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,CONVENIÊNCIA,OREN CONVENIENCIA,PÚBLICO
PLDEVICE,CANGAIBA,"AV. CANGAIBA, 1659, LJ 2",ZONA LESTE,03711-012,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,DROGARIA,DROGARIA PLENITUDE FARMA,PÚBLICO
PLDEVICE,CANGAIBA,"AV. CANGAIBA, 3590",ZONA LESTE,03712-006,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,DROGARIA,PREVENT FARMA CANGAIBA,PÚBLICO
PLDEVICE,CANGAIBA,"AV. CANGAIBA, 3974",ZONA LESTE,03712-006,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,DROGARIA,JACK FARMA,PÚBLICO
PLDEVICE,CANINDE,"RUA CONSELHEIRO DANTAS, 37",ZONA LESTE,03032-020,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,EMPRESA,GERMAN COMERCIO DE UTILIDADES DOMESTICAS LTDA,PRIVADO
PLDEVICE,CANINDE,"RUA ARAGUAIA, 588",ZONA LESTE,03034-000,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,EMPRESA,CAMPINEIRA UTILIDADES LTDA,PRIVADO
PLDEVICE,CANINDE,"RUA ARAGUAIA, 674",ZONA LESTE,03034-000,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,EMPRESA,CAMPINEIRA UTILIDADES LTDA,PRIVADO
PLDEVICE,CANINDÉ,"AV. CRUZEIRO DO SUL, 1100, LOJA 402, SHOP D",ZONA LESTE,03033-020,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,INFOR/GAMES/CEL,SIMTEC IMPORT,PÚBLICO
PLDEVICE,CAPÃO VERMELHO / VIL,"RUA FRANCISCO DIAS ROCHA, 152",ZONA LESTE,03383-110,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LANCHONETE,VERA CRUZ LANCHONETE,PÚBLICO
PLDEVICE,CARRÃO,"AV. DEZENOVE DE JANEIRO, 884",ZONA LESTE,03449-000,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,TERMINAL DE ÔNIBUS,TERMINAL CARRÃO,PÚBLICO
PLDEVICE,CATUMBI,"RUA GONCALVES DIAS, 230",ZONA LESTE,03019-050,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCADO,MINIMERCADO BOM A BESSA,PÚBLICO
PLDEVICE,CENTRO,"AV. DO ESTADO, 3350",ZONA LESTE,03007-010,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,TERMINAL DE ÔNIBUS,TERMINAL MERCADO,PÚBLICO
PLDEVICE,CHAB BARRO BRANCO II,"RUA CACHOEIRA DO CAMPO GRANDE, 120",ZONA LESTE,08475-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,SORVETERIA,HENRY SORVETERIA BARRO BRANCO,PÚBLICO
PLDEVICE,CHAC CRUZEIRO DO SUL,"RUA SÃO FLORENCIO, 104",ZONA LESTE,03615-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BOMBONIERE,MERCEARIA SÃO FLORENCIO,PÚBLICO
PLDEVICE,CHÁCARA TATUAPÉ,"RUA REDENÇÃO, 289",ZONA LESTE,03060-010,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,CONVENIÊNCIA,TELEVID CONVENIENCIA,PÚBLICO
PLDEVICE,CHACARA TRES MENINAS,"RUA UARANAPU, 93",ZONA LESTE,08090-275,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,PERFUMARIA,SOUSA PERFUMARIA,PÚBLICO
PLDEVICE,CID ANT EST DE CARV,"RUA SERIEMA, 232",ZONA LESTE,08220-050,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCEARIA,MERCEARIA CRISLAINE,PÚBLICO
PLDEVICE,CID TIRADENTES,"AV. DOS METALURGICOS, 2214",ZONA LESTE,08471-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,RESTAURANTE,FLOR DO  CARIBE,PÚBLICO
PLDEVICE,CIDADE A E CARVALHO,"AV. IMPERADOR, 1401",ZONA LESTE,08051-000,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,TERMINAL DE ÔNIBUS,TERMINAL A. E. CARVALHO,PÚBLICO
PLDEVICE,CIDADE KEMEL,"RUA BEIRA RIO, 197",ZONA LESTE,08130-005,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BAR E MERCEARIA,VALDEILDA ROBERTO DA SILVA,PÚBLICO
PLDEVICE,CIDADE KEMEL,"AV. KEMEL ADDAS, 1000",ZONA LESTE,08130-485,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LOTERICA,LOJA CHAMA SORTE,PÚBLICO
PLDEVICE,CIDADE LIDER,"RUA TOMBU, 136",ZONA LESTE,08280-220,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCADO,MERCADINHO DA JU,PÚBLICO
PLDEVICE,CIDADE LIDER,"AV. ANTONIO DE SOUSA QUEIROZ, 164, LADO B",ZONA LESTE,08280-340,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LANCHONETE/ACESS,ARTI CAIRES LTDA ME,PÚBLICO
PLDEVICE,CIDADE LIDER,"RUA SEBASTIAO MIGUEL DA SILVA, 234, LADO A",ZONA LESTE,08280-350,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,DISTRIB ÁGUA,SPLASH WATER,PÚBLICO
PLDEVICE,CIDADE LÍDER,"RUA MORUBIXABA, 61",ZONA LESTE,08280-630,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,COMÉRCIO,JOSEMARA DA COSTA SILVA,PÚBLICO
PLDEVICE,CIDADE PATRIARCA,"AV. ANTONIO ESTEVAO DE CARVALHO, 1274",ZONA LESTE,03540-000,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,EMPRESA,LUTESTIL LOJA,PRIVADO
PLDEVICE,CIDADE PATRIARCA,"AV. ANTONIO ESTEVAO DE CARVALHO, 1990",ZONA LESTE,03540-100,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,TERMINAL DE ÔNIBUS,TERMINAL METRÔ PATRIARCA,PÚBLICO
PLDEVICE,CIDADE PATRIARCA,"AV. ANTÔNIO ESTEVÃO DE CARVALHO, 1990",ZONA LESTE,03540-100,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,TERMINAL DE ÔNIBUS,METRÔ PATRIARCA,PÚBLICO
PLDEVICE,CIDADE PATRIARCA,"RUA PARAISOPOLIS, 363",ZONA LESTE,03544-110,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,TELEATENDIMENTO,F&F CONTACT CENTER,PRIVADO
PLDEVICE,CIDADE PATRIARCA,"AV. AJARANI, 430",ZONA LESTE,03548-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCEARIA,MERCADINHO DO BAIRRO,PÚBLICO
PLDEVICE,CIDADE PATRIARCA,"AV. AJARANI, 430",ZONA LESTE,03548-000,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,MINIMERCADO,MERCADINHO DO BAIRRO,PÚBLICO
PLDEVICE,CIDADE PATRIARCA,"RUA PROPRIA, 15",ZONA LESTE,03552-040,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,FARMACIA,ROVAL FARMA,PÚBLICO
PLDEVICE,CIDADE PATRIARCA,"RUA PROPRIA, 15",ZONA LESTE,03552-040,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,FARMACIA,ROVAL FARMA,PÚBLICO
PLDEVICE,CIDADE PATRIARCA,"AV. ENGENHEIRO SOARES DE CAMARGO, 345",ZONA LESTE,03556-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MAGAZINE (PAPELARIA),MAGAZINE NINTAI,PÚBLICO
PLDEVICE,CIDADE PATRIARCA,"AV. ENGENHEIRO SOARES DE CAMARGO, 459",ZONA LESTE,03556-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LOTÉRICA,SUPER MANIA LOTERIAS,PÚBLICO
PLDEVICE,CIDADE SAO MATEUS,"AV. MATEO BEI, 954",ZONA LESTE,03949-100,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,RESTAURANTE,ILHA DO ESPETINHO,PÚBLICO
PLDEVICE,CIDADE SAO MATEUS,"AV. CLAUDIO AUGUSTO FERNANDES, 163, LADO B",ZONA LESTE,03962-120,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,COMÉRCIO,LUCAS BARROS DE SOUZA,PÚBLICO
PLDEVICE,CIDADE SATÉLITE SANT,"RUA LUÍS BARBALHO BEZERRA, 608",ZONA LESTE,08330-330,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MINIMERCADO,MERCADO PRINCIPAL,PÚBLICO
PLDEVICE,CIDADE TIRADENTES,"RUA ARNALDO BONAVENTURA, 341/347, ANDAR 10",ZONA LESTE,08470-210,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,SALÃO DE BELEZA,SHEMA INSTITUTO DE BELEZA LTDA ME,PÚBLICO
PLDEVICE,CIDADE TIRADENTES,"RUA ERNESTO GOULD, 449",ZONA LESTE,08470-230,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BAR E MERCEARIA,BAR E MERCEARIA LORENA,PÚBLICO
PLDEVICE,CIDADE TIRADENTES,"RUA VICENTE GUGLIELMI, 38",ZONA LESTE,08470-380,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,COPIADORA,SET LIGHT COPIADORA E CARIMBOS,PÚBLICO
PLDEVICE,CIDADE TIRADENTES,"AV. DOS METALÚRGICOS, 1945",ZONA LESTE,08471-000,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,ESCOLA,ESCOLA TECNICA DE SAUDE PUBLICA,PÚBLICO
PLDEVICE,CIDADE TIRADENTES,"RUA ACHILLE STEFANI, 2, LADO A",ZONA LESTE,08471-190,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCEARIA,SILVIA BARBARA DOS SANTOS,PÚBLICO
PLDEVICE,CIDADE TIRADENTES,"RUA ACHILLE STEFANI, 33",ZONA LESTE,08471-190,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCEARIA,MERCADINHO IGARAPÉ,PÚBLICO
PLDEVICE,CIDADE TIRADENTES,"AV. LEANDRO, 10, LOJA 01",ZONA LESTE,08471-200,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,ARTIGOS FESTAS,GOLD FESTAS,PÚBLICO
PLDEVICE,CIDADE TIRADENTES,"RUA FRANCISCO JOSE VIANA, 600",ZONA LESTE,08471-533,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,GRAFICA,MIKE WILLIANS LIMA DA SILVA,PÚBLICO
PLDEVICE,CIDADE TIRADENTES,"RUA OLIMPIA MONTANI, 190",ZONA LESTE,08475-320,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LAN HOUSE,JOSE GERALDO DE SOUZA,PÚBLICO
PLDEVICE,CJ HAB CASTRO ALVES,"RUA SARA KUBITSCHECK, 165",ZONA LESTE,08474-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,TERMINAL DE ÔNIBUS,TERMINAL TIRADENTES,PÚBLICO
PLDEVICE,CJ HAB CASTRO ALVES,"RUA SARA KUBITSCHECK, 165",ZONA LESTE,08474-000,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,TERMINAL DE ÔNIBUS,TERMINAL TIRADENTES,PÚBLICO
PLDEVICE,CJ JOSE BONIFACIO,"RUA VIRGINIA FERNI, 1874",ZONA LESTE,08253-001,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCEARIA,MERCADINHO NOVA OPÇÃO,PÚBLICO
PLDEVICE,CJ RES JOSE BONIFACI,"RUA JARDIM TAMOIO, 1583",ZONA LESTE,08255-010,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCEARIA,MERCEARIA DIGA DI ROMA,PÚBLICO
PLDEVICE,CJ. JOSÉ BONIFÁCIO,"AV. JARDIM TAMOIO, 1361",ZONA LESTE,08255-010,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,UTILIDADES DOMÉST.,LOJÃO UTILIDADES MONTOVANI,PÚBLICO
PLDEVICE,COLONIA,"RUA PROF.  HASEGAWA, 1613",ZONA LESTE,08260-090,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,PAPELARIA,LA CASA DO PAPEL,PÚBLICO
PLDEVICE,CONJ HAB CASTRO ALVE,"RUA SARA KUBITSHECK, 171, CASA 3",ZONA LESTE,08474-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,SORVETERIA,HENRY SORVETERIA BARRO BRANCO,PÚBLICO
PLDEVICE,CONJ HAB FAZ. CARMO,"AV. HENRIQUETA NOGUEZ BRIEBA, 15, LADO A",ZONA LESTE,08421-530,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,PAPELARIA,NANY- BAZAR E PAPELARIA,PÚBLICO
PLDEVICE,CONJ HAB INACIO MONT,"RUA IGARAPE DA BELA AURORA, 90",ZONA LESTE,08472-200,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,SORVETERIA,ROH SORVETERIA,PÚBLICO
PLDEVICE,CONJ HAB SITIO CONCE,"RUA WILSON FERNANDO S. CARVALHO, 18",ZONA LESTE,08473-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,SORVETERIA,HENRY SORVETERIA BARRO BRANCO,PÚBLICO
PLDEVICE,CONJ HAB TEOT VILELA,"AV. ARQUITETO VILANOVA ARTIGAS, 03",ZONA LESTE,03928-240,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,COMÉRCIO,LUCAS BARROS DE SOUZA,PÚBLICO
PLDEVICE,CONJ PROMORAR RIO C,"TRAV. JOAQUIM BASTON, 11/61",ZONA LESTE,08395-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BAR E MERCEARIA,BAR DO LEO,PÚBLICO
PLDEVICE,CONJ RES J BONIFACIO,"RUA DE FLOR EM FLOR, 207",ZONA LESTE,08257-090,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,PAPELARIA,RAIO DE LUZ,PÚBLICO
PLDEVICE,CONJ RES JOSE BONIFA,"RUA SILVIO BARBINI, 580",ZONA LESTE,08250-650,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,VIDEO LOCADORA,IVETE CONCEICAO DA SILVA,PÚBLICO
PLDEVICE,CONJ. HABIT. STA ETE,"ESTRADA DO PALANQUE, 223",ZONA LESTE,08485-520,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MINI MERCADO,MINI MERCADO GLORIA,PÚBLICO
PLDEVICE,CONJ. HABIT.INÁCIO M,"RUA CACHOEIRA DO LIMÃO, 48",ZONA LESTE,08472-100,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,VARIEDADES,JO VARIEDADES,PÚBLICO
PLDEVICE,CONJ. HABT. TEOTONIO,"RUA GIOVANNI NASCO, 240, LADO A",ZONA LESTE,03928-090,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,CHAVEIRO,CHAVEIRO MARCÃO,PÚBLICO
PLDEVICE,CONJ. RES. JOSÉ BONI,"RUA ANTONIO FONTANA, 01",ZONA LESTE,08250-510,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BOMBONIERE,BOMBONIERE DE FAMILIA,PÚBLICO
PLDEVICE,CONJUNTO HABITACIONA,"RUA CACHOEIRA DAS JANGADAS, 209",ZONA LESTE,08472-115,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,COMÉRCIO,FRANCISCO MASSIANO BARROSO PIRES,PÚBLICO
PLDEVICE,CONJUNTO PROMORAR SA,"RUA ROSAS VERMELHAS, 10, CS 02",ZONA LESTE,03927-010,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,COMÉRCIO,RODRIGO MORAIS FELIX,PÚBLICO
PLDEVICE,CRUZEIRO DO SUL,"RUA FRANCISCO CHIARELLI, 431",ZONA LESTE,08070-170,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCEARIA,RENATO PROCOPIÓ DOS SANTOS,PÚBLICO
PLDEVICE,ENG GOULART,"AV. DR. ASSIS RIBEIRO, 4370, LJ 01",ZONA LESTE,03717-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LOTERICA,LOJA PIRATININGA,PÚBLICO
PLDEVICE,ENGENHEIRO GOULART,"RUA CÍCERO PAULO, 440",ZONA LESTE,03726-080,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BOMBONIERE,BOMBONIERE MARIA DAS GRAÇAS,PÚBLICO
PLDEVICE,ERM MATARAZO,"RUA DONA MARIA JOVITA DA CONCEIÇÃO, 45",ZONA LESTE,03809-150,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,REVISTARIA,DEISE REVISTARIA,PÚBLICO
PLDEVICE,FAZENDA DA JUTA,"TRAVESSA MATIAS LORI, 16",ZONA LESTE,03977-395,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,DOCERIA,BOLOS DA VOVÓ,PÚBLICO
PLDEVICE,GUAIANAZES,"RUA NOLINA, 16",ZONA LESTE,08420-050,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCEARIA,MERCADO NOLINA,PÚBLICO
PLDEVICE,GUAIANAZES,"AV. NORDESTINA, 6580",ZONA LESTE,08431-410,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCEARIA,MERCEARIA KINSLEY,PÚBLICO
PLDEVICE,GUAIANAZES,"ESTRADA VOVO CAROLINA, 137",ZONA LESTE,08473-370,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,PERFUMARIA E COSMET.,PERFUMARIA NILMA,PÚBLICO
PLDEVICE,ITAIM PAULISTA,"AV. MARECHAL TITO, 4190",ZONA LESTE,08115-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,DROGARIA,DROGARIAS POUPE MAIS,PÚBLICO
